NAME,geometry,STATE,STATE_GEOCODE,Avg_CC_Jan,Avg_CC_Feb,Avg_CC_Mar,Avg_CC_Apr,Avg_CC_May,Avg_CC_Jun,Avg_CC_Jul,Avg_CC_Aug,Avg_CC_Sep,Avg_CC_Oct,Avg_CC_Nov,Avg_CC_Dec,CC_Level_Jan,CC_Level_Feb,CC_Level_Mar,CC_Level_Apr,CC_Level_May,CC_Level_Jun,CC_Level_Jul,CC_Level_Aug,CC_Level_Sep,CC_Level_Oct,CC_Level_Nov,CC_Level_Dec,Avg_CC_Summer,CC_Level_Summer,Avg_CC_Autumn,CC_Level_Autumn,Avg_CC_Winter,CC_Level_Winter,Avg_CC_Spring,CC_Level_Spring,ProbCC_30_Jan,ProbCC_30_Feb,ProbCC_30_Mar,ProbCC_30_Apr,ProbCC_30_May,ProbCC_30_Jun,ProbCC_30_Jul,ProbCC_30_Aug,ProbCC_30_Sep,ProbCC_30_Oct,ProbCC_30_Nov,ProbCC_30_Dec
20MNA,"POLYGON Z ((-63.00018009199994 -3.618515314999968 0, -62.01152683599997 -3.617974653999966 0, -62.01030151999998 -4.611169109999935 0, -63.00018031499997 -4.611858740999935 0, -63.00018009199994 -3.618515314999968 0))",AM,13,60.87,69.87,62.36,65.89,49.57,34.95,23.9,19.59,32.36,58.85,77.94,71.95,6,6,6,6,4,3,2,1,3,5,7,7,67.67,6,59.93,5,26.42,2,58.34,5,19.23,17.86,25.93,20.69,39.13,54.55,65.22,78.95,64.71,30.0,9.09,11.11
20MNB,"POLYGON Z ((-63.00017993599994 -2.71417373099996 0, -62.01238363599998 -2.713768418999962 0, -62.01142918499994 -3.706983234999939 0, -63.00018010899998 -3.707537231999936 0, -63.00017993599994 -2.71417373099996 0))",AM,13,55.54,73.14,66.46,60.8,57.93,38.3,35.06,26.6,33.36,51.54,71.47,67.98,5,7,6,6,5,3,3,2,3,5,7,6,65.49,6,61.85,6,33.74,3,52.36,5,20.69,10.71,17.86,23.33,28.0,48.28,60.0,54.17,45.45,30.77,13.04,13.33
20MNC,"POLYGON Z ((-63.00017982399999 -1.809275754999931 0, -62.01299525999997 -1.809005680999974 0, -62.01231065599995 -2.802235855999925 0, -63.00017994899997 -2.802654400999927 0, -63.00017982399999 -1.809275754999931 0))",AM,13,52.61,69.84,66.82,62.84,57.64,37.74,36.34,31.91,29.15,59.46,69.26,70.33,5,6,6,6,5,3,3,3,2,5,6,7,64.13,6,62.61,6,35.42,3,53.94,5,27.59,14.81,17.24,21.21,23.08,48.0,46.43,62.5,55.0,23.08,17.39,17.24
20MND,"POLYGON Z ((-63.00017975699996 -0.9043687229999477 0, -62.01336187399994 -0.9042337579999753 0, -62.01294627199997 -1.897474262999935 0, -63.00017983299995 -1.897757553999952 0, -63.00017975699996 -0.9043687229999477 0))",AM,13,60.39,62.39,58.37,68.63,60.42,43.75,36.11,38.7,18.74,48.49,73.47,64.34,6,6,5,6,6,4,3,3,1,4,7,6,62.37,6,62.81,6,39.28,3,49.78,4,18.52,29.17,25.0,23.33,23.81,47.37,54.17,53.33,81.25,36.84,9.09,22.22
20MNE,"POLYGON Z ((-63.00017973499996 5.684341886080801e-14 0, -62.01348393099994 5.684341886080801e-14 0, -62.01333665799996 -0.9932457919999251 0, -63.00017976199996 -0.993394043999956 0, -63.00017973499996 5.684341886080801e-14 0))",AM,13,55.22,60.52,59.9,68.38,64.37,45.17,33.57,33.99,19.74,41.11,73.76,57.91,5,6,5,6,6,4,3,3,1,4,7,5,57.85,5,64.04,6,37.66,3,47.57,4,29.63,30.77,34.48,11.54,23.81,47.62,56.0,53.33,76.47,50.0,8.7,25.93
20MNS,"POLYGON Z ((-63.00018116899997 -7.237284699999975 0, -62.00561557099996 -7.236199171999942 0, -62.00328765999996 -8.229262491999975 0, -63.00018159299998 -8.230498859999955 0, -63.00018116899997 -7.237284699999975 0))",AM,13,71.71,90.15,69.34,73.64,46.64,18.27,5.32,6.3,32.83,50.78,73.0,53.46,7,9,6,7,4,1,0,0,3,5,7,5,71.3,7,63.9,6,9.75,0,52.35,5,7.14,0.0,15.38,14.29,50.0,80.0,100.0,100.0,54.55,25.0,9.09,46.15
20MNT,"POLYGON Z ((-63.00018083099997 -6.332499393999967 0, -62.00746942199999 -6.331550718999949 0, -62.00542069799997 -7.324654218999967 0, -63.00018120399994 -7.325753154999973 0, -63.00018083099997 -6.332499393999967 0))",AM,13,66.96,88.46,71.63,63.75,54.73,24.52,14.96,18.31,58.39,60.68,65.69,56.29,6,8,7,6,5,2,1,1,5,6,6,5,70.02,7,63.8,6,18.91,1,61.65,6,14.29,0.0,14.29,33.33,25.0,70.0,84.62,75.0,20.0,25.0,10.0,15.38
20MNU,"POLYGON Z ((-63.00018053899998 -5.428225419999933 0, -62.00907051599995 -5.427413061999971 0, -62.00729824499996 -6.420551815999943 0, -63.00018086199998 -6.421513931999925 0, -63.00018053899998 -5.428225419999933 0))",AM,13,59.16,83.89,66.3,60.99,54.56,24.62,9.66,10.71,45.51,57.66,70.71,62.94,5,8,6,6,5,2,0,1,4,5,7,6,67.49,6,60.78,6,14.81,1,58.76,5,12.5,0.0,15.38,21.43,33.33,72.73,84.62,80.0,30.0,20.0,16.67,14.29
20MNV,"POLYGON Z ((-63.00018029299997 -4.52338164799994 0, -62.01042277199997 -4.522705299999927 0, -62.00892490999996 -5.515874389999965 0, -63.00018056599998 -5.516700066999931 0, -63.00018029299997 -4.52338164799994 0))",AM,13,57.56,78.83,73.99,67.94,59.93,28.11,12.56,16.26,31.99,57.92,73.43,74.53,5,7,7,6,5,2,1,1,3,5,7,7,70.41,7,67.86,6,18.61,1,56.11,5,29.63,10.71,14.29,14.29,27.27,65.0,83.33,68.42,61.11,35.0,13.04,14.81
20MPA,"POLYGON Z ((-62.09957952199994 -3.618066685999963 0, -61.11118510499995 -3.616541317999975 0, -61.10884495499994 -4.609340839999959 0, -62.09846331899996 -4.611286498999959 0, -62.09957952199994 -3.618066685999963 0))",AM,13,62.81,79.88,69.04,70.09,48.4,33.05,29.93,26.46,44.14,60.91,68.44,75.24,6,7,6,7,4,3,2,2,4,6,6,7,72.09,7,64.2,6,29.89,2,57.33,5,18.75,0.0,14.29,16.67,45.45,53.33,62.5,78.57,40.0,20.0,15.38,6.67
20MPB,"POLYGON Z ((-62.10036002499999 -2.713837411999975 0, -61.11282145299998 -2.712693902999945 0, -61.11099860699994 -3.705514542999936 0, -62.09949056699998 -3.707077536999975 0, -62.10036002499999 -2.713837411999975 0))",AM,13,61.66,79.92,68.58,59.07,51.66,41.82,39.19,17.35,39.13,52.04,80.32,80.92,6,7,6,5,5,4,3,1,3,5,8,8,73.47,7,59.77,5,33.4,3,54.98,5,6.25,8.33,13.33,20.0,20.0,53.33,52.94,78.57,53.33,21.43,9.09,6.67
20MPC,"POLYGON Z ((-62.10091718399997 -1.809051652999926 0, -61.11398955499993 -1.80828969199996 0, -61.11268207199998 -2.801126258999943 0, -62.10029354399995 -2.80230710099994 0, -62.10091718399997 -1.809051652999926 0))",AM,13,61.26,71.9,64.86,56.99,58.98,41.23,43.26,25.66,35.0,55.07,73.01,81.47,6,7,6,5,5,4,4,2,3,5,7,8,71.07,7,60.23,6,37.33,3,54.37,5,11.76,23.08,18.75,23.53,20.0,56.25,52.94,57.14,57.14,33.33,14.29,6.67
20MPD,"POLYGON Z ((-62.10125115199997 -0.9042567319999648 0, -61.11468972999995 -0.9038759559999789 0, -61.11389599699999 -1.896723233999978 0, -62.10087255899998 -1.897522483999978 0, -62.10125115199997 -0.9042567319999648 0))",AM,13,54.58,49.6,47.65,52.24,46.3,39.78,36.22,21.97,15.08,42.13,64.46,64.71,5,4,4,5,4,3,3,2,1,4,6,6,56.38,5,48.88,4,34.11,3,42.77,4,29.63,38.46,39.29,44.44,50.0,50.0,59.26,66.67,75.0,52.63,19.05,22.22
20MPE,"POLYGON Z ((-62.10136233999998 5.684341886080801e-14 0, -61.11492283999996 5.684341886080801e-14 0, -61.11464157099994 -0.9928527609999378 0, -62.10122818099995 -0.9932710269999347 0, -62.10136233999998 5.684341886080801e-14 0))",RR,14,49.14,59.08,50.41,69.6,71.0,52.14,42.75,25.31,19.6,47.69,68.01,61.19,4,5,5,6,7,5,4,2,1,4,6,6,56.4,5,63.19,6,41.73,4,47.18,4,25.93,28.0,42.86,10.34,22.73,42.86,51.85,73.33,70.59,52.38,13.64,25.93
20MPS,"POLYGON Z ((-62.09419464599995 -7.236383950999937 0, -61.09989561199995 -7.233321356999966 0, -61.09544973599998 -8.225984791999963 0, -62.09207403099998 -8.229472946999977 0, -62.09419464599995 -7.236383950999937 0))",AM,13,69.75,81.68,72.86,64.53,51.86,19.69,4.34,17.67,36.17,40.34,69.75,67.71,6,8,7,6,5,1,0,1,3,4,6,6,73.05,7,63.28,6,13.46,1,49.82,4,7.14,8.0,11.54,27.59,36.0,78.26,96.0,80.0,52.63,57.14,21.74,17.39
20MPT,"POLYGON Z ((-62.09588341499995 -6.331712202999938 0, -61.10343613499998 -6.32903571099996 0, -61.09952344099997 -7.321740856999952 0, -62.09401712599998 -7.32484127999993 0, -62.09588341499995 -6.331712202999938 0))",AM,13,66.68,87.97,70.31,60.31,68.38,18.86,16.58,18.38,54.68,62.27,60.72,54.86,6,8,7,6,6,1,1,1,5,6,6,5,69.29,6,65.68,6,17.74,1,59.12,5,14.29,0.0,9.09,26.67,0.0,70.0,64.29,87.5,20.0,33.33,20.0,23.08
20MPU,"POLYGON Z ((-62.09734193399999 -5.427551341999958 0, -61.10649394499995 -5.425259436999966 0, -61.10310921799999 -6.418001169999968 0, -62.09572748099998 -6.420715586999961 0, -62.09734193399999 -5.427551341999958 0))",AM,13,68.56,78.41,60.19,59.15,64.78,20.02,12.03,21.07,44.05,54.59,67.97,65.61,6,7,6,5,6,2,1,2,4,5,6,6,70.48,7,61.16,6,17.04,1,55.98,5,7.14,0.0,16.67,21.43,18.18,72.73,84.62,87.5,50.0,44.44,18.18,14.29
20MPV,"POLYGON Z ((-62.09857377399999 -4.522820428999978 0, -61.10907652599997 -4.520912246999956 0, -61.10621586399998 -5.513685455999962 0, -62.09720929399998 -5.516014936999966 0, -62.09857377399999 -4.522820428999978 0))",AM,13,58.89,77.39,67.5,65.61,58.03,21.2,9.38,27.85,46.42,62.47,68.51,66.76,5,7,6,6,5,2,0,2,4,6,6,6,67.44,6,64.24,6,18.64,1,59.11,5,14.29,0.0,20.0,14.29,27.27,81.82,83.33,66.67,36.36,25.0,0.0,7.14
20MQA,"POLYGON Z ((-61.19974375599998 -3.616722068999934 0, -60.21185429399998 -3.614214464999975 0, -60.20840287299995 -4.606372861999944 0, -61.19751317799995 -4.609571393999943 0, -61.19974375599998 -3.616722068999934 0))",AM,13,61.89,73.38,64.36,74.39,57.63,25.95,20.95,15.01,34.97,40.61,64.57,73.44,6,7,6,7,5,2,2,1,3,4,6,7,69.36,6,66.06,6,20.24,2,46.3,4,18.75,16.67,21.43,17.65,25.0,72.0,74.29,84.38,50.0,48.39,22.22,13.79
20MQB,"POLYGON Z ((-61.20130348599997 -2.712829405999969 0, -60.21426770399995 -2.710949551999931 0, -60.21157923299995 -3.703130293999948 0, -61.19956598999994 -3.705699752999976 0, -61.20130348599997 -2.712829405999969 0))",AM,13,61.91,74.97,64.23,62.09,55.9,29.9,43.39,14.82,37.93,56.93,70.51,82.38,6,7,6,6,5,2,4,1,3,5,7,8,72.28,7,60.86,6,29.68,2,54.52,5,17.65,7.69,28.57,22.22,35.71,68.75,43.75,73.33,40.0,29.41,15.38,14.29
20MQC,"POLYGON Z ((-61.20241689499994 -1.808379981999963 0, -60.21599051299995 -1.807127364999928 0, -60.21406213399996 -2.799324956999953 0, -61.20117063099997 -2.801266184999974 0, -61.20241689499994 -1.808379981999963 0))",AM,13,60.79,70.66,62.51,59.05,53.21,38.18,38.96,26.84,36.79,64.81,81.14,75.66,6,7,6,5,5,3,3,2,3,6,8,7,68.55,6,58.39,5,35.44,3,61.1,6,11.76,25.0,25.0,33.33,26.67,57.14,56.25,72.73,53.85,26.67,0.0,6.67
20MQD,"POLYGON Z ((-61.20308428499993 -0.9039210769999499 0, -60.21702318699994 -0.9032951039999375 0, -60.21585252599994 -1.89550402499998 0, -61.20232771699995 -1.896817942999974 0, -61.20308428499993 -0.9039210769999499 0))",AM,13,63.37,66.86,52.92,70.13,56.85,58.49,39.31,37.52,36.39,57.19,72.33,78.15,6,6,5,7,5,5,3,3,3,5,7,7,69.14,6,60.32,6,45.35,4,55.81,5,14.29,25.0,25.0,21.43,42.86,20.0,50.0,50.0,60.0,33.33,0.0,16.67
20MQE,"POLYGON Z ((-61.20330647999998 5.684341886080801e-14 0, -60.21736699599995 5.684341886080801e-14 0, -60.21695215799997 -0.9922147199999358 0, -61.20303838099994 -0.9929023239999424 0, -61.20330647999998 5.684341886080801e-14 0))",RR,14,59.02,53.0,46.94,75.76,61.83,67.82,43.09,36.81,28.53,50.74,59.68,67.99,5,5,4,7,6,6,4,3,2,5,5,6,60.15,6,61.5,6,49.25,4,47.04,4,21.43,25.0,50.0,14.29,23.08,11.11,30.77,57.14,60.0,33.33,25.0,15.38
20MQS,"POLYGON Z ((-61.18898285999995 -7.233684263999976 0, -60.19520384099997 -7.228649589999975 0, -60.18864685499994 -8.220663876999936 0, -61.18474514599995 -8.226398125999935 0, -61.18898285999995 -7.233684263999976 0))",AM,13,75.8,83.16,76.98,62.29,57.08,11.21,2.31,16.79,26.2,46.43,72.8,69.74,7,8,7,6,5,1,0,1,2,4,7,6,76.39,7,65.94,6,9.48,0,50.4,5,7.14,7.69,12.0,25.93,30.0,84.21,100.0,85.71,72.22,50.0,21.74,16.67
20MQT,"POLYGON Z ((-61.19235760999999 -6.329352865999965 0, -60.20042559899997 -6.324952905999965 0, -60.19465494399998 -7.317011384999944 0, -61.18862811399998 -7.322108245999971 0, -61.19235760999999 -6.329352865999965 0))",AM,13,69.36,80.68,76.08,70.77,60.25,18.98,3.66,19.21,29.99,50.42,69.5,67.17,6,8,7,7,6,1,0,1,2,5,6,6,72.07,7,69.25,6,13.33,1,51.63,5,14.29,13.04,4.0,13.33,8.33,78.26,96.0,73.68,55.56,22.22,21.74,20.0
20MQU,"POLYGON Z ((-61.19527224699993 -5.425531019999937 0, -60.20493544599998 -5.421763287999966 0, -60.19994344299994 -6.413860514999953 0, -61.19204599999995 -6.418322819999958 0, -61.19527224699993 -5.425531019999937 0))",AM,13,65.36,80.79,69.66,67.23,63.11,19.57,8.77,21.4,27.63,47.29,61.53,75.96,6,8,6,6,6,1,0,2,2,4,6,7,73.67,7,66.83,6,15.67,1,46.3,4,14.29,12.0,20.0,14.81,18.18,77.78,84.62,73.68,68.42,35.0,27.27,12.5
20MQV,"POLYGON Z ((-61.19773390599994 -4.521138360999942 0, -60.20874440999995 -4.518001438999931 0, -60.20452531399997 -5.510131986999966 0, -61.19500718699999 -5.513961491999964 0, -61.19773390599994 -4.521138360999942 0))",AM,13,65.83,82.31,69.47,71.45,57.02,23.9,9.68,22.03,33.9,50.24,58.29,79.57,6,8,6,7,5,2,0,2,3,5,5,7,75.65,7,66.57,6,17.71,1,48.79,4,10.34,7.14,25.93,20.69,30.43,71.43,85.19,75.0,44.44,23.81,32.0,0.0
20MRA,"POLYGON Z ((-60.29981700799993 -3.614481509999962 0, -59.31267859499997 -3.61099416899998 0, -59.30811950099996 -4.602265276999958 0, -60.29647414699997 -4.606713486999979 0, -60.29981700799993 -3.614481509999962 0))",AM,13,66.36,79.73,67.93,72.35,62.88,35.57,20.42,15.89,26.71,42.57,65.92,80.41,6,7,6,7,6,3,2,1,2,4,6,8,75.11,7,68.03,6,23.16,2,44.76,4,27.27,10.71,18.52,17.65,25.0,53.85,72.73,84.38,64.29,50.0,25.93,10.0
20MRB,"POLYGON Z ((-60.30215450599997 -2.711149745999933 0, -59.31586655799998 -2.70853541799994 0, -59.31231525599998 -3.699830563999967 0, -60.29955059799994 -3.703403925999964 0, -60.30215450599997 -2.711149745999933 0))",AM,13,70.0,72.33,61.54,64.21,53.27,30.83,25.99,12.97,32.14,44.55,71.51,76.9,6,7,6,6,5,3,2,1,3,4,7,7,73.02,7,59.91,5,23.0,2,48.98,4,12.5,10.34,22.58,12.12,27.59,60.71,58.82,87.5,57.14,45.16,18.52,20.0
20MRC,"POLYGON Z ((-60.30382312599994 -1.807260761999942 0, -59.31814228699994 -1.805518735999954 0, -59.31559501299995 -2.796832004999942 0, -60.30195540299997 -2.799531686999956 0, -60.30382312599994 -1.807260761999942 0))",AM,13,71.23,71.56,68.84,63.14,54.19,39.43,29.87,20.84,38.54,46.65,74.86,81.41,7,7,6,6,5,3,2,2,3,4,7,8,74.77,7,62.36,6,30.37,3,54.48,5,9.38,13.79,20.0,27.27,29.63,50.0,60.61,73.91,55.0,29.63,11.54,9.68
20MRD,"POLYGON Z ((-60.30482331799993 -0.9033617669999785 0, -59.31950639099995 -0.9024912199999449 0, -59.31796001399994 -1.893816672999947 0, -60.30368947899996 -1.895643949999965 0, -60.30482331799993 -0.9033617669999785 0))",AM,13,63.09,68.34,59.88,64.91,52.47,47.29,30.95,21.5,31.41,40.77,67.18,79.41,6,6,5,6,5,4,3,2,3,4,6,7,69.54,6,59.36,5,33.47,3,48.43,4,17.24,16.0,25.93,23.08,43.48,29.41,50.0,86.67,58.82,42.86,8.33,4.55
20MRE,"POLYGON Z ((-60.30515631299994 5.684341886080801e-14 0, -59.31996054299998 5.684341886080801e-14 0, -59.31941256599998 -0.9913316879999456 0, -60.30475452299999 -0.9922879459999763 0, -60.30515631299994 5.684341886080801e-14 0))",AM,13,60.95,62.82,54.79,70.65,59.82,52.44,36.62,20.65,30.67,30.54,62.9,79.97,6,6,5,7,5,5,3,2,3,3,6,7,67.18,6,61.83,6,38.5,3,42.9,4,27.59,15.38,42.31,11.54,17.39,29.17,50.0,68.75,58.82,59.09,16.67,0.0
20MRS,"POLYGON Z ((-60.28369026099995 -7.229185751999978 0, -59.29068465499995 -7.222184059999961 0, -59.28202351999994 -8.213299978999942 0, -60.27733950399994 -8.221274537999932 0, -60.28369026099995 -7.229185751999978 0))",AM,13,75.09,76.59,68.97,65.59,38.36,23.94,1.55,32.58,28.86,52.16,69.0,76.27,7,7,6,6,3,2,0,3,2,5,6,7,75.92,7,58.86,5,19.47,1,52.12,5,6.67,7.69,7.69,14.29,36.36,80.0,100.0,69.23,62.5,36.36,18.18,0.0
20MRT,"POLYGON Z ((-60.28874778199997 -6.325421474999928 0, -59.29758213699995 -6.31930245999996 0, -59.28995961299995 -7.310465995999948 0, -60.28315862699998 -7.317554168999948 0, -60.28874778199997 -6.325421474999928 0))",AM,13,75.17,72.85,67.6,69.86,52.45,19.67,1.46,30.88,22.58,46.82,65.64,77.04,7,7,6,6,5,1,0,3,2,4,6,7,74.82,7,64.36,6,16.52,1,47.82,4,6.67,13.33,15.38,14.29,20.0,75.0,100.0,63.64,87.5,50.0,25.0,9.09
20MRU,"POLYGON Z ((-60.29311578199997 -5.422164528999929 0, -59.30353928399995 -5.416924739999956 0, -59.29694524899998 -6.408130005999965 0, -60.28828079099998 -6.414335722999965 0, -60.29311578199997 -5.422164528999929 0))",AM,13,68.58,76.78,70.22,71.23,51.14,24.62,3.03,36.19,32.19,54.3,60.91,74.28,6,7,7,7,5,2,0,3,3,5,6,7,73.11,7,65.99,6,20.85,2,51.25,5,13.33,6.67,15.38,20.0,33.33,66.67,100.0,54.55,50.0,33.33,25.0,18.18
20MRV,"POLYGON Z ((-60.29680494099995 -4.518335502999946 0, -59.30857064599996 -4.513972972999966 0, -59.30299753099996 -5.50521411099993 0, -60.29271854999996 -5.51053980699993 0, -60.29680494099995 -4.518335502999946 0))",AM,13,46.32,55.18,49.49,61.58,35.41,21.03,8.61,19.41,23.02,47.4,54.62,56.97,4,5,4,6,3,2,0,1,2,4,5,5,52.81,5,49.65,4,16.16,1,43.36,4,45.0,36.0,47.62,29.41,50.0,76.19,90.0,73.33,66.67,38.46,41.18,35.29
20NKF,"POLYGON Z ((-65.69553619499999 0.9039037310000708 0, -64.70941548899998 0.9045062020000501 0, -64.70920586999995 -0.08844309399995609 0, -65.69520594499994 -0.08838418899995304 0, -65.69553619499999 0.9039037310000708 0))",AM,13,44.46,57.73,77.95,61.5,74.82,53.9,70.7,36.23,45.45,54.32,57.01,50.92,4,5,7,6,7,5,7,3,4,5,5,5,51.35,5,71.05,7,56.55,5,53.07,5,42.86,25.0,13.33,21.43,12.5,27.27,13.33,44.44,50.0,36.36,33.33,38.46
20NKG,"POLYGON Z ((-65.69653692099996 1.807802453000022 0, -64.71005067499993 1.809007681000026 0, -64.70937611999994 0.8160633160000543 0, -65.69547417099994 0.8155197630000544 0, -65.69653692099996 1.807802453000022 0))",AM,13,39.25,56.39,74.43,64.47,75.36,56.45,67.07,44.9,45.36,55.95,63.38,48.5,3,5,7,6,7,5,6,4,4,5,6,4,48.42,4,71.01,7,58.19,5,56.32,5,50.0,18.75,14.29,7.14,10.0,15.38,6.25,44.44,37.5,27.27,23.08,33.33
20NLF,"POLYGON Z ((-64.79727531799995 0.9044634660000384 0, -63.81067782199995 0.9048203880000756 0, -63.81057836599996 -0.0884738129999505 0, -64.79705493999995 -0.08843891599997278 0, -64.79727531799995 0.9044634660000384 0))",AM,13,42.49,47.3,73.41,66.28,67.81,52.36,52.16,29.72,30.88,50.41,60.53,50.29,4,4,7,6,6,5,5,2,3,5,6,5,46.62,4,69.35,6,45.96,4,49.27,4,39.29,43.33,10.71,18.52,25.0,27.27,18.52,47.37,56.25,47.62,29.17,34.62
20NLG,"POLYGON Z ((-64.79794310899996 1.808922188000054 0, -63.81097919199993 1.809636200000057 0, -63.81065914299995 0.8163467760000458 0, -64.79723392899996 0.8160247600000616 0, -64.79794310899996 1.808922188000054 0))",AM,13,40.89,54.22,68.48,70.36,69.22,51.05,55.31,35.76,35.09,46.47,62.2,51.75,4,5,6,7,6,5,5,3,3,4,6,5,48.98,4,69.4,6,48.17,4,49.37,4,35.71,34.48,23.08,10.71,10.53,15.0,28.0,42.11,56.25,34.78,26.09,33.33
20NLJ,"POLYGON Z ((-64.80061731799998 3.617263899000022 0, -63.81218605199996 3.618693063000023 0, -63.81142348999998 2.625428228000033 0, -64.79892760299998 2.624391970000033 0, -64.80061731799998 3.617263899000022 0))",RR,14,60.54,68.85,66.43,79.0,85.02,54.14,58.06,38.27,36.44,51.29,64.35,69.29,6,6,6,7,8,5,5,3,3,5,6,6,66.25,6,76.2,7,51.36,5,52.53,5,25.0,16.67,18.52,14.29,0.0,22.73,28.57,52.63,50.0,47.62,8.33,11.11
20NLK,"POLYGON Z ((-64.80262783999996 4.521679998000025 0, -63.81309339399996 4.523467779000043 0, -63.81210823299995 3.530222737000031 0, -64.80044488399994 3.528828599000065 0, -64.80262783999996 4.521679998000025 0))",RR,14,56.79,56.71,62.65,65.36,76.34,48.52,71.25,35.2,42.07,53.52,59.88,45.52,5,5,6,6,7,4,7,3,4,5,5,4,53.61,5,67.49,6,54.5,5,53.23,5,20.0,25.0,7.14,14.29,9.09,30.77,0.0,44.44,25.0,30.0,7.69,41.67
20NMF,"POLYGON Z ((-63.89910845199995 0.9047994130000347 0, -62.91227851099995 0.9049104930000453 0, -62.91228927499998 -0.08848262299994758 0, -63.89899814999995 -0.08847176199992646 0, -63.89910845199995 0.9047994130000347 0))",AM,13,49.2,54.36,66.82,72.81,62.91,78.36,45.49,41.88,32.35,59.88,70.38,42.13,4,5,6,7,6,7,4,4,3,5,7,4,48.55,4,68.0,6,53.36,5,55.91,5,30.77,35.71,21.43,14.29,30.0,11.11,50.0,30.0,75.0,36.36,20.0,42.86
20NMG,"POLYGON Z ((-63.89944268599999 1.809594240000024 0, -62.91224589599994 1.809816453000053 0, -62.91228053299994 0.816428070000029 0, -63.89908773599996 0.8163278530000753 0, -63.89944268599999 1.809594240000024 0))",AM,13,46.08,64.94,67.63,77.02,68.72,68.67,51.89,50.8,34.04,63.43,64.22,49.07,4,6,6,7,6,6,5,5,3,6,6,4,53.54,5,71.38,7,56.95,5,56.13,5,30.77,28.57,21.43,7.14,10.0,20.0,27.27,30.0,75.0,25.0,18.18,28.57
20NMH,"POLYGON Z ((-63.89999980099998 2.713837142000045 0, -62.91219153299994 2.714170527000022 0, -62.91225006999997 1.720791840000061 0, -63.89939990999994 1.720580564000045 0, -63.89999980099998 2.713837142000045 0))",RR,14,48.16,70.15,60.89,79.58,79.78,60.79,51.03,38.16,31.58,52.97,63.01,60.49,4,7,6,7,7,6,5,3,3,5,6,6,59.99,5,72.52,7,50.64,5,50.9,5,33.33,13.33,25.93,11.54,5.56,23.81,33.33,55.56,64.71,33.33,17.39,20.69
20NMJ,"POLYGON Z ((-63.90078115199998 3.618609076000041 0, -62.91211528799994 3.61905385700004 0, -62.91219781399997 2.625689832000035 0, -63.89993543399999 2.625367330000074 0, -63.90078115199998 3.618609076000041 0))",RR,14,53.96,60.29,51.91,74.24,86.37,56.89,60.6,33.24,34.21,49.94,59.06,60.03,5,6,5,7,8,5,6,3,3,4,5,6,58.17,5,69.72,6,51.68,5,49.01,4,25.93,20.0,33.33,10.34,0.0,19.05,18.52,47.37,58.82,31.82,13.04,11.11
20NMK,"POLYGON Z ((-63.90178743799999 4.523362717000055 0, -62.91201709299997 4.523919106000051 0, -62.91212370999995 3.530574688000058 0, -63.90069484699995 3.530140808000056 0, -63.90178743799999 4.523362717000055 0))",RR,14,51.89,55.72,59.0,68.41,83.42,60.12,59.99,32.83,31.62,46.95,55.82,45.31,5,5,5,6,8,6,5,3,3,4,5,4,51.19,5,69.07,6,51.88,5,45.89,4,23.08,32.26,21.43,10.34,0.0,16.67,8.33,50.0,64.71,30.43,18.18,25.93
20NNF,"POLYGON Z ((-63.00017975699996 0.9049115600000732 0, -62.01336172699996 0.9047765150000373 0, -62.01348276199997 -0.08846952399994734 0, -63.00017973499996 -0.08848272699992776 0, -63.00017975699996 0.9049115600000732 0))",AM,13,54.52,59.63,59.41,70.57,79.68,67.05,50.18,32.56,33.21,51.49,66.98,37.0,5,5,5,7,7,6,5,3,3,5,6,3,49.8,4,67.93,6,50.91,5,52.27,5,30.77,33.33,28.57,14.29,0.0,0.0,35.71,60.0,62.5,41.67,27.27,42.86
20NNG,"POLYGON Z ((-63.00017982399999 1.809818589000031 0, -62.01299496599995 1.809548434000021 0, -62.01338445899995 0.8163071940000464 0, -63.00017975299994 0.8164290330000199 0, -63.00017982399999 1.809818589000031 0))",RR,14,48.68,52.82,64.31,70.88,70.91,73.26,59.07,29.75,32.94,52.03,61.73,38.84,4,5,6,7,7,7,5,2,3,5,6,3,46.63,4,68.63,6,54.79,5,50.59,5,27.27,35.71,18.18,25.0,0.0,9.09,27.27,60.0,62.5,38.46,27.27,35.71
20NNH,"POLYGON Z ((-63.00017993599994 2.714173731000074 0, -62.01238363599998 2.713768419000075 0, -62.01304190499997 1.720537012000023 0, -63.00017981599996 1.720793870000023 0, -63.00017993599994 2.714173731000074 0))",RR,14,44.88,53.17,46.67,78.53,68.05,75.09,73.02,42.19,36.12,54.35,49.42,48.08,4,5,4,7,6,7,7,4,3,5,4,4,48.79,4,63.88,6,64.86,6,48.09,4,46.15,28.57,38.46,0.0,0.0,9.09,0.0,40.0,75.0,30.77,18.18,26.67
