NAME,geometry,STATE,STATE_GEOCODE,Avg_CC_Jan,Avg_CC_Feb,Avg_CC_Mar,Avg_CC_Apr,Avg_CC_May,Avg_CC_Jun,Avg_CC_Jul,Avg_CC_Aug,Avg_CC_Sep,Avg_CC_Oct,Avg_CC_Nov,Avg_CC_Dec,CC_Level_Jan,CC_Level_Feb,CC_Level_Mar,CC_Level_Apr,CC_Level_May,CC_Level_Jun,CC_Level_Jul,CC_Level_Aug,CC_Level_Sep,CC_Level_Oct,CC_Level_Nov,CC_Level_Dec,Avg_CC_Summer,CC_Level_Summer,Avg_CC_Autumn,CC_Level_Autumn,Avg_CC_Winter,CC_Level_Winter,Avg_CC_Spring,CC_Level_Spring,ProbCC_30_Jan,ProbCC_30_Feb,ProbCC_30_Mar,ProbCC_30_Apr,ProbCC_30_May,ProbCC_30_Jun,ProbCC_30_Jul,ProbCC_30_Aug,ProbCC_30_Sep,ProbCC_30_Oct,ProbCC_30_Nov,ProbCC_30_Dec
20LPL,"POLYGON Z ((-62.07910756699994 -12.66241390899995 0, -61.06826588299998 -12.65699728599998 0, -61.06047852199998 -13.64930568799997 0, -62.07539300299999 -13.65516227599994 0, -62.07910756699994 -12.66241390899995 0))",RO,11,62.08,62.15,51.09,46.42,31.86,30.78,0.35,16.24,28.68,43.37,65.42,66.49,6,6,5,4,3,3,0,1,2,4,6,6,63.28,6,44.62,4,15.47,1,47.14,4,37.5,23.53,35.29,41.18,63.64,64.29,100.0,81.25,72.73,50.0,14.29,16.67
20LPM,"POLYGON Z ((-62.08222797199994 -11.75802534399998 0, -61.07480766899994 -11.75300665799995 0, -61.06759814099996 -12.74538648099997 0, -62.07878905499996 -12.75084215499993 0, -62.08222797199994 -11.75802534399998 0))",RO,11,68.29,74.11,67.66,52.26,39.68,17.05,2.07,13.46,28.02,37.82,73.5,58.92,6,7,6,5,3,1,0,1,2,3,7,5,67.34,6,54.18,5,10.2,1,49.36,4,13.79,18.52,17.24,36.67,52.17,84.21,95.83,80.0,72.22,57.89,12.0,32.0
20LPN,"POLYGON Z ((-62.08509990199997 -10.85412139099998 0, -61.08082857399995 -10.84949791999998 0, -61.07418716699993 -11.84194430199994 0, -62.08193199499993 -11.84700202299996 0, -62.08509990199997 -10.85412139099998 0))",RO,11,68.99,74.67,69.94,51.95,36.79,13.78,3.72,14.12,29.63,32.38,79.35,63.85,6,7,6,5,3,1,0,1,2,3,7,6,69.36,6,53.43,5,9.73,0,49.08,4,17.24,13.33,10.34,35.48,57.69,85.71,96.43,84.21,63.16,52.0,7.69,25.93
20LPP,"POLYGON Z ((-62.08773051199995 -9.949621166999975 0, -61.08634358799998 -9.94539087499993 0, -61.08026207899997 -10.93789897499994 0, -62.08482968899995 -10.94256100999996 0, -62.08773051199995 -9.949621166999975 0))",RO,11,71.58,82.03,74.52,60.52,31.92,15.51,7.0,12.94,30.86,35.47,78.37,65.43,7,8,7,6,3,1,0,1,3,3,7,6,73.22,7,58.16,5,11.04,1,50.52,5,9.38,10.34,7.69,25.81,57.89,75.0,88.89,85.0,55.0,45.45,3.85,26.92
20LPQ,"POLYGON Z ((-62.09012137699995 -9.045071504999953 0, -61.09135600499997 -9.041232322999974 0, -61.08582660599996 -10.03379720799995 0, -62.08748391699999 -10.03806585099994 0, -62.09012137699995 -9.045071504999953 0))",RO,11,70.98,83.91,73.15,65.94,30.83,20.82,7.39,14.07,25.19,36.43,76.49,63.8,7,8,7,6,3,2,0,1,2,3,7,6,73.07,7,58.98,5,12.77,1,47.31,4,13.33,7.14,12.0,20.0,60.0,72.22,90.62,76.19,65.22,47.83,3.85,26.92
20LPR,"POLYGON Z ((-62.09227431799997 -8.141019404999952 0, -61.09586963699996 -8.137569233999955 0, -61.09088498799997 -9.13018589099994 0, -62.08989670699998 -9.13406346499994 0, -62.09227431799997 -8.141019404999952 0))",AM,13,68.16,85.62,73.07,66.94,34.64,20.34,3.46,16.5,26.47,37.37,69.54,64.4,6,8,7,6,3,2,0,1,2,3,6,6,72.61,7,60.2,6,12.44,1,45.83,4,16.13,7.41,0.0,26.67,57.14,76.19,96.43,80.95,71.43,50.0,20.0,30.77
20LQJ,"POLYGON Z ((-61.14485476899995 -14.46497458599993 0, -60.12692686899999 -14.45474867599995 0, -60.11369224599997 -15.44621877899993 0, -61.13630074599996 -15.45717889099996 0, -61.14485476899995 -14.46497458599993 0))",MT,51,62.45,68.99,52.74,33.77,17.48,34.61,5.9,15.41,10.33,42.94,57.42,62.76,6,6,5,3,1,3,0,1,1,4,5,6,64.63,6,37.14,3,18.02,1,39.31,3,20.69,26.92,36.67,57.14,73.68,66.67,91.67,77.27,88.89,52.63,24.0,18.52
20LQK,"POLYGON Z ((-61.15209721499997 -13.56161238799996 0, -60.13813238399996 -13.55204944799993 0, -60.12578064199994 -14.54360567199996 0, -61.14411392499994 -14.55389711799995 0, -61.15209721499997 -13.56161238799996 0))",MT,51,63.99,77.08,57.23,41.3,14.98,35.66,2.41,14.22,10.9,39.62,66.99,68.17,6,7,5,4,1,3,0,1,1,3,6,6,69.46,6,40.7,4,16.85,1,42.19,4,21.43,16.0,43.33,45.16,80.0,59.09,96.0,85.0,94.44,54.55,16.0,20.69
20LQL,"POLYGON Z ((-61.15883402899993 -12.65763913399996 0, -60.14855570099996 -12.64873476399993 0, -60.13707106299995 -13.64037208099995 0, -61.15141125599996 -13.64999966899995 0, -61.15883402899993 -12.65763913399996 0))",RO,11,63.54,78.44,49.83,48.67,25.65,30.25,1.61,25.62,27.11,52.74,70.5,61.12,6,7,4,4,2,3,0,2,2,5,7,6,68.03,6,43.32,4,20.03,2,52.43,5,14.29,14.29,42.86,37.5,70.0,66.67,100.0,63.64,62.5,33.33,9.09,16.67
20LQM,"POLYGON Z ((-61.16506953899994 -11.75360135299997 0, -60.15820348799997 -11.74535112099994 0, -60.14757092399998 -12.73706439299997 0, -61.15819754999995 -12.74603295599996 0, -61.16506953899994 -11.75360135299997 0))",RO,11,68.56,80.67,61.46,53.19,36.15,20.47,0.69,25.42,40.24,49.31,76.65,74.72,6,8,6,5,3,2,0,2,4,4,7,7,74.78,7,52.0,5,14.75,1,57.01,5,13.33,12.5,20.0,35.71,60.0,77.78,100.0,72.73,44.44,45.45,0.0,8.33
20LQN,"POLYGON Z ((-61.17080854899996 -10.85004578399997 0, -60.16708315899996 -10.84244522199998 0, -60.15728837099994 -11.83422922199998 0, -61.16447808799995 -11.84254362199994 0, -61.17080854899996 -10.85004578399997 0))",RO,11,69.48,75.03,62.68,50.49,37.55,12.54,3.09,23.35,45.57,38.14,79.48,71.92,6,7,6,5,3,1,0,2,4,3,7,7,72.27,7,51.17,5,11.89,1,55.13,5,12.5,16.67,21.43,47.06,54.55,88.89,93.33,72.73,40.0,61.54,0.0,14.29
20LQP,"POLYGON Z ((-61.17606535199997 -9.945892148999974 0, -60.17521680399994 -9.938937915999929 0, -60.16624768599996 -10.93078745399993 0, -61.17026857799993 -10.93845140799993 0, -61.17606535199997 -9.945892148999974 0))",MT,51,77.81,80.43,75.26,56.95,23.83,22.29,1.48,25.48,41.45,38.34,78.2,84.15,7,8,7,5,2,2,0,2,4,3,7,8,80.46,8,52.47,5,14.38,1,53.18,5,11.11,11.76,7.69,29.41,69.23,66.67,100.0,72.73,50.0,57.14,7.69,7.69
20LQQ,"POLYGON Z ((-61.18084308499994 -9.041687251999974 0, -60.18260926199997 -9.035375954999949 0, -60.17445434599995 -10.02728575099997 0, -61.17557257399994 -10.03430302599998 0, -61.18084308499994 -9.041687251999974 0))",MT,51,76.54,81.5,79.3,60.81,25.15,16.73,1.05,23.92,36.85,39.5,76.97,79.6,7,8,7,6,2,1,0,2,3,3,7,7,79.23,7,57.36,5,12.72,1,52.61,5,0.0,5.88,8.33,29.41,60.0,80.0,100.0,72.73,60.0,57.14,0.0,16.67
20LQR,"POLYGON Z ((-61.18514538599999 -8.137978066999949 0, -60.18926614299994 -8.132306258999961 0, -60.18191458999996 -9.124270961999969 0, -61.18039412199994 -9.130645369999968 0, -61.18514538599999 -8.137978066999949 0))",AM,13,66.34,81.13,69.29,56.11,31.93,13.12,2.11,17.57,18.62,33.71,64.96,62.78,6,8,6,5,3,1,0,1,1,3,6,6,70.17,7,54.57,5,9.83,0,41.45,4,23.33,14.29,19.23,35.48,57.89,85.71,96.55,80.0,80.0,65.0,23.08,34.62
20LRH,"POLYGON Z ((-60.20592237899996 -15.35907166299995 0, -59.18463063199994 -15.34392146699997 0, -59.16596083899998 -16.33434980499993 0, -60.19223117499996 -16.35052940099996 0, -60.20592237899996 -15.35907166299995 0))",MT,51,37.68,45.7,39.86,21.76,11.97,23.28,7.67,5.25,13.48,33.49,40.49,46.37,3,4,3,2,1,2,0,0,1,3,4,4,43.06,4,26.4,2,12.0,1,31.09,3,50.0,42.31,46.67,71.43,89.47,76.19,90.91,95.24,82.35,60.87,53.85,42.86
20LRJ,"POLYGON Z ((-60.21756050199997 -14.45583765699996 0, -59.20050107099996 -14.44161706299997 0, -59.18302105699996 -15.43214444499995 0, -60.20474203299995 -15.44738594299997 0, -60.21756050199997 -14.45583765699996 0))",MT,51,60.95,69.73,54.29,38.77,14.59,30.56,5.82,9.46,15.32,47.78,62.71,61.84,6,6,5,3,1,3,0,0,1,4,6,6,64.04,6,38.96,3,14.71,1,43.81,4,25.0,23.08,37.93,53.33,77.78,66.67,96.0,90.48,84.21,50.0,12.5,17.86
20LRK,"POLYGON Z ((-60.22841365399995 -13.55306782999997 0, -59.21530131899993 -13.53976910999995 0, -59.19898714499993 -14.53038990999994 0, -60.21645031799994 -14.54470163199994 0, -60.22841365399995 -13.55306782999997 0))",MT,51,63.18,75.9,55.55,42.78,11.23,29.5,4.7,12.15,14.86,49.23,58.81,69.09,6,7,5,4,1,2,0,1,1,4,5,6,69.15,6,40.22,4,15.22,1,43.02,4,14.29,8.0,20.69,46.67,88.89,68.18,95.83,85.0,84.21,30.0,19.23,14.29
20LRL,"POLYGON Z ((-60.23850919099993 -12.64968301599993 0, -59.22906863299994 -12.63730006899993 0, -59.21389951499998 -13.62800873399993 0, -60.22738570599995 -13.64139734699995 0, -60.23850919099993 -12.64968301599993 0))",MT,51,65.67,79.21,64.18,47.73,23.0,23.28,3.57,15.43,24.23,45.12,64.33,74.75,6,7,6,4,2,2,0,1,2,4,6,7,73.0,7,47.71,4,13.52,1,47.38,4,10.71,11.54,16.67,31.03,70.0,65.0,95.83,73.91,58.82,38.1,11.54,4.0
20LRM,"POLYGON Z ((-60.24785357699994 -11.74622971299993 0, -59.24181177899993 -11.73475638999997 0, -59.22776791299998 -12.72554726799996 0, -60.23755538299997 -12.73801947999993 0, -60.24785357699994 -11.74622971299993 0))",MT,51,70.09,80.93,73.42,45.1,25.19,10.99,5.78,14.92,33.0,40.64,64.11,79.62,7,8,7,4,2,1,0,1,3,4,6,7,76.79,7,49.9,4,10.56,1,47.66,4,10.71,11.11,10.71,41.38,61.9,85.71,90.91,81.82,50.0,47.62,20.0,7.41
20LRN,"POLYGON Z ((-60.25645399299998 -10.84325463099998 0, -59.25354050899995 -10.83268473199996 0, -59.24060305199998 -11.82355209399998 0, -60.24696723799997 -11.83511464799994 0, -60.25645399299998 -10.84325463099998 0))",MT,51,65.42,77.85,69.99,48.88,20.22,15.83,1.89,11.66,23.72,36.09,73.38,80.13,6,7,6,4,2,1,0,1,2,3,7,8,74.3,7,49.39,4,9.41,0,47.15,4,15.62,13.79,9.38,37.14,77.27,80.95,100.0,81.48,75.0,45.83,3.57,9.68
20LRP,"POLYGON Z ((-60.26433183699999 -9.939678496999932 0, -59.26428396899996 -9.930007388999968 0, -59.25243696699994 -10.92094555999995 0, -60.25564479499997 -10.93160361299994 0, -60.26433183699999 -9.939678496999932 0))",MT,51,71.78,74.56,74.96,55.12,32.52,12.09,2.35,22.6,24.19,38.84,75.13,83.53,7,7,7,5,3,1,0,2,2,3,7,8,76.69,7,56.56,5,12.06,1,48.89,4,18.75,20.69,16.67,36.36,61.9,89.47,96.0,73.91,75.0,50.0,17.86,6.25
20LRQ,"POLYGON Z ((-60.27149179999998 -9.036048067999957 0, -59.27404851699998 -9.027271041999938 0, -59.26327685899997 -10.01827426799997 0, -60.26359335899997 -10.02803304399993 0, -60.27149179999998 -9.036048067999957 0))",MT,51,72.13,76.68,73.68,59.93,20.4,13.12,1.32,29.14,49.28,44.11,77.96,75.55,7,7,7,5,2,1,0,2,4,4,7,7,74.69,7,55.63,5,13.44,1,57.72,5,6.25,6.67,21.43,20.0,77.78,90.0,100.0,63.64,45.45,42.86,7.14,7.69
20LRR,"POLYGON Z ((-60.27793931399998 -8.132910270999957 0, -59.28284153499993 -8.125022544999979 0, -59.27313093499998 -9.116085005999935 0, -60.27081897599999 -9.124949794999964 0, -60.27793931399998 -8.132910270999957 0))",AM,13,69.44,80.79,70.96,60.11,38.02,12.54,0.29,38.41,37.3,42.85,80.07,73.62,6,8,7,6,3,1,0,3,3,4,8,7,74.66,7,57.89,5,16.14,1,55.78,5,13.33,6.67,7.14,25.0,45.45,88.89,100.0,60.0,50.0,58.33,7.14,0.0
20MKA,"POLYGON Z ((-65.70054277099996 -3.614480434999962 0, -64.71259329599997 -3.61689244799993 0, -64.71471538999998 -4.609788717999947 0, -65.70388607599995 -4.606712115999926 0, -65.70054277099996 -3.614480434999962 0))",AM,13,58.47,72.49,69.01,67.95,68.54,50.58,22.14,29.22,33.99,59.75,76.22,69.52,5,7,6,6,6,5,2,2,3,5,7,6,66.96,6,68.48,6,32.96,3,59.2,5,27.59,18.75,16.0,7.41,4.55,25.0,65.38,57.89,50.0,22.73,4.35,11.11
20MKB,"POLYGON Z ((-65.69820496199998 -2.71114893999993 0, -64.71110942399997 -2.712957131999929 0, -64.71276241599998 -3.70587433399993 0, -65.70080921599998 -3.703402824999955 0, -65.69820496199998 -2.71114893999993 0))",AM,13,58.92,68.77,66.18,70.26,64.45,54.01,34.6,28.05,43.86,53.25,74.96,62.88,5,6,6,7,6,5,3,2,4,5,7,6,63.77,6,67.37,6,39.32,3,59.14,5,29.63,19.35,25.0,6.9,21.05,25.0,51.85,65.0,43.75,26.09,8.33,18.52
20MKC,"POLYGON Z ((-65.69653611999996 -1.807260224999936 0, -64.71005016599997 -1.80846509099996 0, -64.71123581699999 -2.801398081999935 0, -65.69840409199998 -2.799530854999944 0, -65.69653611999996 -1.807260224999936 0))",AM,13,55.74,64.14,68.08,66.94,66.53,49.26,42.03,27.83,44.98,51.49,65.94,60.42,5,6,6,6,6,4,4,2,4,5,6,6,60.15,6,67.23,6,40.03,4,55.3,5,32.14,24.14,20.69,17.86,17.39,38.1,40.0,70.0,31.25,28.57,8.7,18.52
20MKD,"POLYGON Z ((-65.69553579599994 -0.9033614979999243 0, -64.70941523499994 -0.9039636079999696 0, -64.71013500699996 -1.896907215999931 0, -65.69666978599997 -1.89564338699995 0, -65.69553579599994 -0.9033614979999243 0))",AM,13,55.08,57.69,71.06,70.15,67.45,39.69,38.77,29.75,42.6,48.67,60.6,62.85,5,5,7,7,6,3,3,2,4,4,6,6,58.52,5,69.76,6,36.32,3,51.58,5,28.57,36.67,25.0,6.45,14.29,55.0,50.0,65.0,52.94,45.45,29.17,17.86
20MKE,"POLYGON Z ((-65.69520275699995 5.684341886080801e-14 0, -64.70920384699997 5.684341886080801e-14 0, -64.70945890699994 -0.9929490429999532 0, -65.69560459999997 -0.9922876509999696 0, -65.69520275699995 5.684341886080801e-14 0))",AM,13,50.92,52.86,79.1,70.92,72.57,41.86,55.5,47.82,55.87,53.09,67.14,55.92,5,5,7,7,7,4,5,4,5,5,6,5,53.22,5,74.37,7,49.41,4,59.61,5,28.57,40.0,0.0,14.29,10.0,60.0,20.0,50.0,33.33,36.36,21.43,28.57
20MKS,"POLYGON Z ((-65.71667165999997 -7.229183593999949 0, -64.72283083999997 -7.234026345999951 0, -64.72686245699998 -8.226787741999942 0, -65.72302326099998 -8.221272080999938 0, -65.71667165999997 -7.229183593999949 0))",AM,13,74.21,63.15,66.16,51.63,45.72,33.4,5.65,4.58,29.19,66.78,88.89,74.22,7,6,6,5,4,3,0,0,2,6,8,7,69.69,6,55.6,5,16.98,1,65.04,6,16.67,16.67,11.11,33.33,33.33,60.0,92.31,100.0,62.5,14.29,0.0,14.29
20MKT,"POLYGON Z ((-65.71161346699995 -6.325419589999967 0, -64.71962021799993 -6.32965182199996 0, -64.72316833299993 -7.322454553999933 0, -65.71720336499993 -7.317551984999966 0, -65.71161346699995 -6.325419589999967 0))",AM,13,75.45,60.22,61.1,49.45,52.26,35.84,8.25,8.14,26.22,77.72,82.75,70.84,7,6,6,4,5,3,0,0,2,7,8,7,68.93,6,54.86,5,18.77,1,65.25,6,15.38,15.38,33.33,38.46,22.22,61.54,91.67,77.78,75.0,9.09,0.0,20.0
20MKU,"POLYGON Z ((-65.70724488799993 -5.422162914999944 0, -64.71684733299998 -5.425787018999927 0, -64.71991667399993 -6.418626010999958 0, -65.71208051999997 -6.414333810999949 0, -65.70724488799993 -5.422162914999944 0))",AM,13,70.08,72.57,67.93,69.79,59.0,42.8,9.62,8.76,16.04,53.36,78.41,67.39,7,7,6,6,5,4,0,0,1,5,7,6,70.1,7,66.47,6,21.59,2,53.02,5,17.86,19.35,19.23,17.24,22.22,52.0,84.0,94.44,81.25,40.91,17.39,21.43
20MKV,"POLYGON Z ((-65.70355523799998 -4.518334157999959 0, -64.71450539699998 -4.521351497999945 0, -64.71709950299999 -5.514221687999964 0, -65.70764217199996 -5.510538165999947 0, -65.70355523799998 -4.518334157999959 0))",AM,13,71.43,72.89,70.43,64.1,59.95,43.08,14.97,19.89,27.29,62.57,72.52,70.12,7,7,7,6,5,4,1,1,2,6,7,7,71.54,7,65.02,6,25.32,2,56.84,5,17.86,19.35,14.29,14.81,20.0,38.1,84.0,80.95,58.82,18.18,12.5,22.22
20MLA,"POLYGON Z ((-64.80061624699994 -3.616721351999956 0, -63.81218556899995 -3.618150300999957 0, -63.81319242299998 -4.611393153999927 0, -64.80284727099996 -4.609570479999945 0, -64.80061624699994 -3.616721351999956 0))",AM,13,63.46,71.59,75.96,61.19,59.07,46.16,33.73,33.1,21.57,78.98,80.06,67.02,6,7,7,6,5,4,3,3,2,7,8,6,67.45,6,66.13,6,37.56,3,65.53,6,30.77,21.43,14.29,20.0,11.11,18.18,53.85,50.0,71.43,0.0,0.0,7.14
20MLB,"POLYGON Z ((-64.79905620599993 -2.712828867999974 0, -63.81148152799994 -2.713900094999929 0, -63.81226580999999 -3.70716321499998 0, -64.80079404899993 -3.705699017999962 0, -64.79905620599993 -2.712828867999974 0))",AM,13,60.73,69.62,72.89,58.89,53.65,50.32,41.16,43.3,46.74,68.02,76.3,58.9,6,6,7,5,5,5,4,4,4,6,7,5,63.36,6,62.22,6,45.14,4,66.71,6,16.67,13.33,7.14,28.57,16.67,33.33,45.45,40.0,33.33,18.18,0.0,28.57
20MLC,"POLYGON Z ((-64.79794257499998 -1.80837962399994 0, -63.81097895099998 -1.809093421999933 0, -63.81154149699995 -2.802371830999959 0, -64.79918908699995 -2.801265629999932 0, -64.79794257499998 -1.80837962399994 0))",AM,13,36.38,36.58,50.27,44.13,45.78,28.5,22.64,21.65,18.82,33.25,45.21,48.45,3,3,5,4,4,2,2,2,1,3,4,4,40.24,4,46.8,4,23.87,2,33.95,3,50.0,58.06,39.29,42.86,50.0,58.82,64.29,70.0,81.25,62.5,39.13,37.04
20MLD,"POLYGON Z ((-64.79727505099999 -0.9039208969999777 0, -63.81067770099997 -0.9042776049999475 0, -63.81101920499998 -1.897566296999969 0, -64.79803177099996 -1.896817566999971 0, -64.79727505099999 -0.9039208969999777 0))",AM,13,53.56,58.56,75.06,68.85,71.12,49.03,37.21,42.22,41.34,49.65,59.67,57.25,5,5,7,6,7,4,3,4,4,4,5,5,56.53,5,71.73,7,42.66,4,51.28,5,25.0,35.48,10.71,14.29,19.05,42.86,56.52,47.37,52.94,48.0,24.0,32.14
20MLE,"POLYGON Z ((-64.79705281199995 5.684341886080801e-14 0, -63.81057740599994 5.684341886080801e-14 0, -63.81069842099998 -0.993293954999956 0, -64.79732096399994 -0.9929021269999794 0, -64.79705281199995 5.684341886080801e-14 0))",AM,13,45.47,52.0,72.52,71.62,69.71,41.7,44.37,35.36,34.65,49.35,69.28,49.6,4,5,7,7,6,4,4,3,3,4,6,4,49.1,4,71.44,7,41.05,4,53.13,5,35.71,36.67,17.24,10.34,23.81,45.0,33.33,50.0,56.25,40.0,21.74,32.14
20MLS,"POLYGON Z ((-64.81137929199997 -7.23368282399997 0, -63.81704291599993 -7.236551832999965 0, -63.81895578399997 -8.229664156999945 0, -64.81561785299994 -8.226396485999942 0, -64.81137929199997 -7.23368282399997 0))",AM,13,76.43,64.49,60.23,52.82,58.19,30.96,6.27,1.77,23.68,58.56,82.85,72.37,7,6,6,5,5,3,0,0,2,5,8,7,70.39,7,56.92,5,14.75,1,58.2,5,15.38,27.78,26.32,26.32,16.67,64.29,92.31,100.0,75.0,21.43,0.0,7.14
20MLT,"POLYGON Z ((-64.80800386899995 -6.329351607999968 0, -63.81551958699998 -6.331858919999945 0, -63.81720304499999 -7.325011235999966 0, -64.81173410899999 -7.322106787999928 0, -64.80800386899995 -6.329351607999968 0))",AM,13,68.87,66.95,67.02,55.19,57.55,33.02,12.04,4.61,21.77,67.79,91.38,71.97,6,6,6,5,5,3,1,0,2,6,9,7,69.34,6,60.42,6,18.09,1,63.23,6,23.08,14.29,20.0,28.57,22.22,53.85,83.33,100.0,62.5,18.18,0.0,13.33
20MLU,"POLYGON Z ((-64.80508864899997 -5.425529942999958 0, -63.81420395199996 -5.427676976999976 0, -63.81566024399996 -6.42086438299998 0, -64.80831554099996 -6.418321542999934 0, -64.80508864899997 -5.425529942999958 0))",AM,13,71.7,71.17,68.34,60.16,63.8,29.46,8.57,12.01,25.78,81.56,89.03,75.35,7,7,6,6,6,2,0,1,2,8,8,7,72.76,7,64.15,6,17.91,1,69.43,6,23.08,14.29,26.67,6.67,22.22,61.54,90.91,75.0,62.5,0.0,0.0,14.29
20MLV,"POLYGON Z ((-64.80262649899998 -4.521137462999945 0, -63.81309278899994 -4.522925028999964 0, -63.81432359699994 -5.516142631999969 0, -64.80535376299997 -5.513960395999959 0, -64.80262649899998 -4.521137462999945 0))",AM,13,78.73,73.44,74.26,57.35,63.5,36.73,21.81,13.8,26.16,83.9,81.22,73.91,7,7,7,5,6,3,2,1,2,8,8,7,75.06,7,64.75,6,23.68,2,68.95,6,9.09,20.0,7.69,26.67,0.0,55.56,60.0,90.0,57.14,0.0,0.0,14.29
20MMA,"POLYGON Z ((-63.90078061599996 -3.618066326999951 0, -62.91211533999996 -3.618511040999977 0, -62.91200637599997 -4.611853289999942 0, -63.90189726499995 -4.611286040999971 0, -63.90078061599996 -3.618066326999951 0))",AM,13,66.13,71.22,71.03,67.79,62.75,38.59,18.87,24.69,31.89,46.84,72.55,70.94,6,7,7,6,6,3,1,2,3,4,7,7,69.4,6,67.32,6,27.05,2,52.67,5,28.0,21.74,16.0,22.22,26.09,52.38,72.0,62.5,68.75,50.0,22.73,15.38
20MMB,"POLYGON Z ((-63.89999980099998 -2.713837142999978 0, -62.91219153299994 -2.714170526999965 0, -62.91210665599993 -3.707532852999975 0, -63.90086960699995 -3.707077168999945 0, -63.89999980099998 -2.713837142999978 0))",AM,13,59.27,69.55,67.41,62.46,58.83,47.44,36.42,41.57,32.18,69.59,66.62,56.02,5,6,6,6,5,4,3,4,3,6,6,5,62.1,6,63.55,6,41.82,4,59.78,5,16.67,25.0,21.43,13.33,37.5,45.45,54.55,40.0,57.14,25.0,9.09,14.29
20MMC,"POLYGON Z ((-63.89944241899997 -1.809051473999943 0, -62.91224592299994 -1.809273619999942 0, -62.91218504299997 -2.802651091999962 0, -63.90006630899995 -2.802306822999981 0, -63.89944241899997 -1.809051473999943 0))",AM,13,57.32,68.61,75.5,56.96,56.95,50.46,39.25,40.75,36.69,68.02,75.03,57.47,5,6,7,5,5,5,3,4,3,6,7,5,61.22,6,62.98,6,43.22,4,63.43,6,23.08,28.57,7.69,13.33,16.67,40.0,33.33,60.0,57.14,23.08,9.09,14.29
20MMD,"POLYGON Z ((-63.89910831799995 -0.9042566429999397 0, -62.91227852399999 -0.9043676559999767 0, -62.91224156599998 -1.897755313999937 0, -63.89948706199993 -1.897522295999977 0, -63.89910831799995 -0.9042566429999397 0))",AM,13,59.41,62.57,68.36,64.51,65.19,56.67,49.7,47.69,27.8,64.84,70.02,54.83,5,6,6,6,6,5,4,4,2,6,7,5,59.01,5,66.02,6,51.31,5,58.68,5,15.38,26.67,21.43,13.33,16.67,30.0,23.08,33.33,71.43,30.77,16.67,28.57
20MME,"POLYGON Z ((-63.89899708599995 5.684341886080801e-14 0, -62.91228937899996 5.684341886080801e-14 0, -62.91227628199994 -0.9933928719999585 0, -63.89913129799999 -0.993270928999948 0, -63.89899708599995 5.684341886080801e-14 0))",AM,13,55.31,51.66,69.87,74.64,54.17,62.85,55.0,40.68,24.62,52.71,69.26,43.76,5,5,6,7,5,6,5,4,2,5,6,4,50.16,5,67.8,6,52.99,5,52.21,5,23.08,26.67,23.08,0.0,44.44,22.22,27.27,33.33,57.14,36.36,9.09,50.0
20MMS,"POLYGON Z ((-63.90616764499998 -7.236383230999934 0, -62.91158966799998 -7.237276118999944 0, -62.91138265299998 -8.230489085999977 0, -63.90828910799996 -8.229472125999962 0, -63.90616764499998 -7.236383230999934 0))",AM,13,74.7,77.77,72.05,62.65,48.67,23.35,4.11,5.14,15.98,44.01,76.31,68.86,7,7,7,6,4,2,0,0,1,4,7,6,73.67,7,62.14,6,10.98,1,46.86,4,0.0,8.0,7.41,17.24,47.62,72.73,96.15,100.0,83.33,40.91,4.76,14.81
20MMT,"POLYGON Z ((-63.90447820099996 -6.33171157299995 0, -62.91175452599998 -6.332491893999929 0, -62.91157233799998 -7.325744467999925 0, -63.90634523599994 -7.324840550999966 0, -63.90447820099996 -6.33171157299995 0))",AM,13,73.06,75.31,70.56,63.05,52.29,27.61,10.22,4.08,27.25,50.66,84.44,70.94,7,7,7,6,5,2,1,0,2,5,8,7,73.05,7,62.71,6,14.3,1,56.02,5,15.38,7.69,14.29,28.57,31.82,66.67,84.62,100.0,50.0,25.0,4.55,7.14
20MMU,"POLYGON Z ((-63.90301909899995 -5.427550802999974 0, -62.91189690699997 -5.428218997999977 0, -62.91173930399998 -6.421506325999928 0, -63.90463419699995 -6.420714948999944 0, -63.90301909899995 -5.427550802999974 0))",AM,13,67.79,79.31,65.52,63.79,59.74,25.36,13.26,8.97,26.56,56.24,83.83,70.56,6,7,6,6,5,2,1,0,2,5,8,7,72.36,7,63.16,6,16.33,1,57.47,5,18.52,8.0,20.83,20.0,13.64,63.64,87.5,94.12,55.56,10.53,4.55,14.29
20MMV,"POLYGON Z ((-63.90178676699998 -4.522819979999952 0, -62.91201715899996 -4.523376301999974 0, -62.91188395799998 -5.516693539999949 0, -63.90315179199996 -5.516014388999963 0, -63.90178676699998 -4.522819979999952 0))",AM,13,63.35,81.7,66.91,62.11,58.62,28.26,11.01,8.32,31.74,46.79,76.02,66.42,6,8,6,6,5,2,1,0,3,4,7,6,70.63,7,62.69,6,15.47,1,52.11,5,19.23,11.11,19.23,21.43,34.78,68.42,91.67,94.74,72.22,42.86,10.0,15.38
